Tipo,Temp_Aire,Temp_Proceso,Velocidad,Torque,Desgaste,Fallo,Tipo_Fallo,Consumo_Estimado,Gasto_Excesivo
L,298.9,308.2,1510,43.5,46,0,No Failure,65.685,True
L,299.0,308.3,1441,44.0,48,0,No Failure,63.404,True
M,299.0,308.2,1358,42.7,50,0,No Failure,57.9866,False
L,298.9,308.2,1686,30.4,53,0,No Failure,51.2544,False
H,299.0,308.2,1662,30.4,55,0,No Failure,50.5248,False
L,299.1,308.3,1426,40.1,60,0,No Failure,57.1826,False
M,299.1,308.4,1330,53.6,62,0,No Failure,71.288,True
L,299.1,308.4,1693,31.6,65,0,No Failure,53.4988,False
L,299.1,308.4,1426,47.9,67,0,No Failure,68.30539999999999,True
L,299.1,308.5,1676,31.0,69,0,No Failure,51.956,False
M,299.1,308.4,1332,51.7,71,0,No Failure,68.8644,True
L,299.1,308.5,1647,35.0,74,0,No Failure,57.645,False
L,299.2,308.6,1267,68.2,76,1,Power Failure,86.4094,True
H,299.2,308.7,1375,55.1,78,0,No Failure,75.7625,True
L,299.3,308.6,1422,48.9,83,0,No Failure,69.53580000000001,True
L,299.3,308.7,1408,48.7,85,0,No Failure,68.56960000000001,True
L,299.4,308.9,1440,42.5,87,0,No Failure,61.2,True
L,299.3,308.8,1772,25.2,89,0,No Failure,44.6544,False
L,299.2,308.7,1492,37.8,91,0,No Failure,56.3976,False
L,299.2,308.7,1650,30.5,93,0,No Failure,50.325,False
M,299.1,308.6,2329,14.6,95,0,No Failure,34.0034,False
L,299.0,308.6,1648,30.8,98,0,No Failure,50.7584,False
L,299.0,308.6,1653,31.7,100,0,No Failure,52.4001,False
L,299.0,308.6,1946,22.3,102,0,No Failure,43.3958,False
L,299.1,308.6,1555,36.6,104,0,No Failure,56.913,False
L,299.0,308.6,1661,32.2,106,0,No Failure,53.4842,False
L,299.0,308.6,1434,45.9,108,0,No Failure,65.82059999999998,True
L,299.0,308.6,1297,54.2,110,0,No Failure,70.29740000000001,True
L,299.0,308.6,1466,46.4,112,0,No Failure,68.02239999999999,True
M,298.9,308.6,1517,39.8,114,0,No Failure,60.376599999999996,True
L,298.9,308.5,1742,34.5,117,0,No Failure,60.099,True
L,298.9,308.5,1580,39.1,119,0,No Failure,61.778,True
M,298.9,308.5,1534,42.9,121,0,No Failure,65.80859999999998,True
L,298.9,308.6,1481,40.7,124,0,No Failure,60.276700000000005,True
L,299.0,308.6,1429,37.7,126,0,No Failure,53.8733,False
M,298.9,308.6,1574,33.5,128,0,No Failure,52.729,False
M,298.9,308.6,1524,40.4,131,0,No Failure,61.5696,True
L,299.0,308.7,1507,37.5,134,0,No Failure,56.5125,False
L,298.9,308.5,1467,44.7,136,0,No Failure,65.57490000000001,True
L,298.9,308.4,1301,51.1,138,0,No Failure,66.48110000000001,True
L,298.9,308.5,1429,55.1,140,0,No Failure,78.73790000000001,True
M,298.9,308.5,1555,37.6,142,0,No Failure,58.468,False
L,298.9,308.5,1503,40.6,145,0,No Failure,61.021800000000006,True
L,298.9,308.5,1459,43.1,147,0,No Failure,62.8829,True
H,298.9,308.4,1449,42.4,149,0,No Failure,61.437599999999996,True
L,298.9,308.5,1387,57.3,154,0,No Failure,79.4751,True
M,298.9,308.5,1456,50.0,156,0,No Failure,72.8,True
L,299.0,308.5,1604,34.7,159,0,No Failure,55.6588,False
L,299.0,308.6,1734,32.4,161,0,No Failure,56.181599999999996,False
L,299.0,308.6,1378,47.8,163,0,No Failure,65.8684,True
L,298.9,308.7,1504,41.8,165,0,No Failure,62.8672,True
M,298.9,308.7,1402,49.8,167,0,No Failure,69.8196,True
H,298.8,308.6,1524,37.7,170,0,No Failure,57.454800000000006,False
L,298.8,308.6,1593,35.5,175,0,No Failure,56.5515,False
M,298.9,308.7,1772,28.4,177,0,No Failure,50.324799999999996,False
H,298.9,308.6,1623,31.0,180,0,No Failure,50.313,False
L,298.9,308.7,1356,50.7,185,0,No Failure,68.7492,True
H,298.9,308.7,1500,41.6,187,0,No Failure,62.4,True
H,299.1,308.8,1566,46.6,192,0,No Failure,72.9756,True
L,299.1,308.9,1445,43.4,197,0,No Failure,62.713,True
H,299.0,308.8,1382,58.5,199,0,No Failure,80.847,True
M,299.0,308.8,1418,45.7,204,0,No Failure,64.80260000000001,True
L,299.1,308.8,1329,53.6,207,1,Overstrain Failure,71.23440000000001,True
M,299.1,308.8,1491,41.0,209,0,No Failure,61.131,True
M,299.2,308.9,1573,37.4,212,0,No Failure,58.8302,False
M,299.2,308.9,1521,42.3,215,0,No Failure,64.33829999999999,True
L,299.1,308.9,1467,47.2,218,0,No Failure,69.2424,True
M,299.1,308.9,1325,48.4,220,0,No Failure,64.13,True
L,299.1,308.9,1617,32.3,223,0,No Failure,52.229099999999995,False
M,299.1,308.9,1476,42.7,225,0,No Failure,63.025200000000005,True
L,299.2,309.0,1515,48.9,228,1,Overstrain Failure,74.0835,True
L,299.2,309.0,1408,47.2,0,0,No Failure,66.4576,True
L,299.2,309.1,1468,45.6,2,0,No Failure,66.9408,True
L,299.2,309.1,1387,48.7,4,0,No Failure,67.54690000000001,True
M,299.2,309.1,1503,34.7,6,0,No Failure,52.15410000000001,False
H,299.2,309.1,1410,47.1,9,0,No Failure,66.411,True
L,299.0,308.9,1615,30.6,14,0,No Failure,49.419,False
L,299.0,308.9,1511,35.9,16,0,No Failure,54.2449,False
L,299.1,309.0,1405,53.8,18,0,No Failure,75.589,True
M,299.0,308.9,1526,41.1,20,0,No Failure,62.718599999999995,True
L,298.9,308.8,1530,38.3,23,0,No Failure,58.59899999999999,False
L,299.0,308.7,1583,32.5,25,0,No Failure,51.4475,False
L,298.9,308.6,2069,18.7,27,0,No Failure,38.69029999999999,False
L,298.8,308.5,1490,35.0,29,0,No Failure,52.15,False
L,298.8,308.5,1736,29.0,31,0,No Failure,50.344,False
L,298.8,308.5,1395,44.4,33,0,No Failure,61.938,True
M,298.9,308.6,1425,49.6,35,0,No Failure,70.68,True
L,298.8,308.6,1631,32.4,38,0,No Failure,52.84439999999999,False
L,298.8,308.6,1535,41.2,40,0,No Failure,63.242000000000004,True
L,298.8,308.6,1584,34.4,42,0,No Failure,54.489599999999996,False
M,298.8,308.7,1543,38.2,44,0,No Failure,58.942600000000006,False
L,298.8,308.7,1635,35.2,47,0,No Failure,57.55200000000001,False
M,298.8,308.7,1446,45.5,49,0,No Failure,65.793,True
M,298.8,308.6,1598,35.1,52,0,No Failure,56.089800000000004,False
L,298.8,308.6,1501,35.0,55,0,No Failure,52.535,False
L,298.8,308.5,1450,50.8,57,0,No Failure,73.66,True
L,298.8,308.6,1730,25.9,59,0,No Failure,44.807,False
M,298.8,308.6,1571,33.7,61,0,No Failure,52.9427,False
L,298.9,308.7,1438,51.7,64,0,No Failure,74.3446,True
M,298.8,308.5,1510,38.7,66,0,No Failure,58.437000000000005,False
L,298.9,308.7,1389,44.9,69,0,No Failure,62.366099999999996,True
L,298.8,308.7,1490,33.6,71,0,No Failure,50.064,False
L,298.9,308.7,1729,26.6,73,0,No Failure,45.9914,False
L,299.0,308.8,1495,38.4,75,0,No Failure,57.408,False
L,298.9,308.8,1281,53.9,77,0,No Failure,69.04589999999999,True
H,298.9,308.7,1353,48.1,79,0,No Failure,65.0793,True
L,299.1,308.8,1429,50.1,84,0,No Failure,71.59290000000001,True
L,299.1,308.8,1413,42.1,86,0,No Failure,59.487300000000005,False
L,299.1,308.8,1502,38.3,88,0,No Failure,57.5266,False
H,299.1,308.8,1553,32.6,90,0,No Failure,50.6278,False
H,299.2,308.9,1712,26.4,95,0,No Failure,45.196799999999996,False
L,299.3,309.0,1786,23.5,100,0,No Failure,41.971,False
L,299.2,309.0,1951,21.4,102,0,No Failure,41.7514,False
M,299.2,309.0,1541,36.3,104,0,No Failure,55.9383,False
L,299.2,309.1,1605,34.3,107,0,No Failure,55.05149999999999,False
L,299.2,309.1,1578,38.1,109,0,No Failure,60.1218,True
M,299.3,309.2,1440,37.5,111,0,No Failure,54.0,False
L,299.4,309.2,1489,42.3,114,0,No Failure,62.9847,True
L,299.4,309.3,1366,48.4,116,0,No Failure,66.11439999999999,True
L,299.3,309.2,1541,37.2,118,0,No Failure,57.3252,False
H,299.3,309.1,1552,40.7,120,0,No Failure,63.1664,True
L,299.3,309.1,1473,40.3,125,0,No Failure,59.36189999999999,False
L,299.3,309.1,1531,37.9,127,0,No Failure,58.0249,False
L,299.3,309.2,1511,37.2,129,0,No Failure,56.2092,False
M,299.3,309.1,1449,47.9,131,0,No Failure,69.40709999999999,True
M,299.4,309.1,1440,50.0,134,0,No Failure,72.0,True
M,299.2,309.0,1881,23.9,137,0,No Failure,44.95589999999999,False
L,299.3,309.0,1447,50.4,140,0,Random Failures,72.92880000000001,True
M,299.4,309.1,1326,62.0,142,0,No Failure,82.212,True
L,299.4,309.2,1607,31.7,145,0,No Failure,50.941900000000004,False
L,299.3,309.1,1551,39.1,147,0,No Failure,60.64410000000001,True
L,299.3,309.1,1496,37.2,149,0,No Failure,55.6512,False
L,299.3,309.1,1493,38.0,151,0,No Failure,56.734,False
L,299.4,309.1,1304,50.5,153,0,No Failure,65.852,True
M,299.3,309.0,1420,41.6,155,0,No Failure,59.072,False
L,299.4,309.1,1766,24.6,158,0,No Failure,43.4436,False
L,299.6,309.2,1450,43.1,160,0,No Failure,62.495,True
H,299.5,309.2,1872,22.6,162,0,No Failure,42.3072,False
L,299.6,309.2,1713,26.5,167,0,No Failure,45.3945,False
M,299.5,309.2,1497,40.9,169,0,No Failure,61.22729999999999,True
M,299.4,309.1,1352,44.7,172,0,No Failure,60.434400000000004,True
L,299.5,309.2,1499,41.5,175,0,No Failure,62.2085,True
L,299.5,309.3,1972,19.3,177,0,No Failure,38.059599999999996,False
L,299.5,309.3,1422,49.2,179,0,No Failure,69.9624,True
L,299.5,309.3,1523,41.5,181,0,No Failure,63.2045,True
L,299.5,309.4,1563,41.5,183,0,No Failure,64.8645,True
L,299.4,309.3,1391,46.6,185,0,No Failure,64.8206,True
L,299.3,309.1,1795,24.7,187,0,No Failure,44.3365,False
L,299.3,309.1,1293,53.7,189,0,No Failure,69.4341,True
L,299.2,309.1,1345,60.7,191,1,Overstrain Failure,81.6415,True
L,299.2,309.0,1615,33.7,193,0,No Failure,54.42550000000001,False
L,299.2,308.9,1342,50.8,195,0,No Failure,68.1736,True
L,299.1,308.8,1502,46.7,197,0,No Failure,70.14340000000001,True
M,299.0,308.7,1620,35.4,199,0,No Failure,57.348,False
L,299.0,308.7,1537,42.8,202,0,No Failure,65.78359999999999,True
L,299.0,308.7,2248,16.8,204,0,No Failure,37.766400000000004,False
L,299.0,308.7,1706,28.6,206,0,No Failure,48.7916,False
L,299.0,308.7,2250,16.6,208,0,No Failure,37.35,False
L,299.0,308.7,1396,48.6,0,0,No Failure,67.8456,True
L,298.9,308.6,1522,46.4,2,0,No Failure,70.6208,True
L,298.9,308.6,1539,45.4,4,0,No Failure,69.8706,True
H,298.9,308.5,1415,54.0,6,0,No Failure,76.41,True
L,298.8,308.5,1446,37.0,11,0,No Failure,53.502,False
M,298.8,308.6,1486,41.1,13,0,No Failure,61.0746,True
L,299.0,308.7,1426,38.6,16,0,No Failure,55.0436,False
L,299.0,308.7,1449,38.9,18,0,No Failure,56.366099999999996,False
L,299.1,308.8,1320,67.5,20,1,Power Failure,89.1,True
M,299.2,308.9,1447,39.6,22,0,No Failure,57.3012,False
L,299.3,309.0,1422,47.3,25,0,No Failure,67.2606,True
L,299.3,309.1,1399,52.1,27,0,No Failure,72.8879,True
L,299.4,309.2,1427,41.5,29,0,No Failure,59.2205,False
M,299.3,309.2,1334,46.3,31,0,No Failure,61.764199999999995,True
M,299.3,309.1,1385,45.6,34,0,No Failure,63.156,True
L,299.4,309.2,1552,37.4,37,0,No Failure,58.044799999999995,False
H,299.4,309.3,1534,37.5,39,0,No Failure,57.525,False
L,299.4,309.3,1448,48.6,44,0,No Failure,70.3728,True
L,299.5,309.3,1409,44.7,46,0,No Failure,62.9823,True
L,299.4,309.2,1621,34.5,48,0,No Failure,55.9245,False
H,299.4,309.1,1547,40.9,50,0,No Failure,63.272299999999994,True
L,299.4,309.1,1957,22.1,55,0,No Failure,43.249700000000004,False
L,299.4,309.1,2421,14.2,57,0,No Failure,34.3782,False
M,299.3,309.1,1571,38.3,59,0,No Failure,60.16929999999999,True
L,299.3,309.1,1634,36.8,62,0,No Failure,60.1312,True
L,299.3,309.0,1516,38.7,64,0,No Failure,58.669200000000004,False
L,299.4,309.1,1207,66.5,66,0,No Failure,80.2655,True
L,299.4,309.1,1670,35.9,68,0,No Failure,59.953,False
M,299.4,309.1,1461,48.6,70,0,No Failure,71.00460000000001,True
L,299.4,309.2,1569,40.8,73,0,No Failure,64.0152,True
L,299.4,309.2,1556,35.7,75,0,No Failure,55.549200000000006,False
M,299.5,309.3,1506,41.5,77,0,No Failure,62.499,True
M,299.6,309.4,1642,30.3,80,0,No Failure,49.7526,False
M,299.6,309.4,1283,62.1,83,0,No Failure,79.6743,True
H,299.7,309.5,1375,46.8,86,0,No Failure,64.35,True
L,299.7,309.4,1399,39.9,91,0,No Failure,55.8201,False
L,299.7,309.4,1650,29.8,93,0,No Failure,49.17,False
M,299.8,309.6,1346,53.2,95,0,No Failure,71.60719999999999,True
H,299.9,309.6,1410,51.2,98,0,No Failure,72.192,True
L,300.0,309.7,1586,37.8,103,0,No Failure,59.950799999999994,False
L,300.0,309.8,1372,39.6,105,0,No Failure,54.3312,False
H,300.0,309.7,1529,42.4,107,0,No Failure,64.8296,True
M,300.0,309.7,1652,28.6,112,0,No Failure,47.24720000000001,False
L,300.1,309.8,1532,39.8,115,0,No Failure,60.9736,True
L,300.0,309.7,1554,32.0,117,0,No Failure,49.728,False
H,299.9,309.6,1462,51.0,119,0,No Failure,74.562,True
L,299.9,309.6,1254,61.3,124,0,No Failure,76.8702,True
L,299.9,309.6,1294,49.7,126,0,No Failure,64.3118,True
L,299.8,309.5,1739,27.5,128,0,No Failure,47.8225,False
M,299.8,309.4,1412,47.8,130,0,No Failure,67.49359999999999,True
M,299.9,309.5,1372,56.2,133,0,No Failure,77.10640000000001,True
H,299.8,309.5,1420,46.7,136,0,No Failure,66.314,True
L,299.8,309.5,1542,40.3,141,0,No Failure,62.1426,True
M,299.8,309.4,1401,48.1,143,0,No Failure,67.38810000000001,True
L,299.8,309.4,1510,42.5,146,0,No Failure,64.175,True
H,299.9,309.5,1547,38.5,148,0,No Failure,59.5595,False
M,299.8,309.5,1453,43.2,153,0,No Failure,62.769600000000004,True
L,299.8,309.4,1408,45.6,156,0,No Failure,64.2048,True
L,299.8,309.4,1436,51.6,158,0,No Failure,74.0976,True
M,299.9,309.5,1582,38.2,160,0,No Failure,60.4324,True
L,299.9,309.6,1280,59.3,163,0,No Failure,75.904,True
L,299.9,309.5,2008,20.4,165,0,No Failure,40.9632,False
L,299.9,309.5,1772,23.5,167,0,No Failure,41.642,False
L,299.9,309.5,1779,26.1,169,0,No Failure,46.4319,False
L,299.9,309.5,1567,35.5,171,0,No Failure,55.6285,False
M,299.8,309.4,1751,27.0,173,0,No Failure,47.277,False
L,299.9,309.5,1349,51.3,176,0,No Failure,69.2037,True
M,300.0,309.5,1425,40.8,178,0,No Failure,58.13999999999999,False
L,300.0,309.4,1395,44.5,181,0,No Failure,62.0775,True
H,299.8,309.3,1595,32.1,183,0,No Failure,51.1995,False
L,299.8,309.3,1291,56.4,188,0,No Failure,72.8124,True
M,299.9,309.4,1509,42.8,190,0,No Failure,64.5852,True
M,299.9,309.4,1483,38.1,193,0,No Failure,56.502300000000005,False
L,299.9,309.3,1620,31.1,196,0,No Failure,50.382,False
M,299.9,309.4,1487,42.2,198,0,No Failure,62.751400000000004,True
L,299.8,309.4,2256,15.9,201,0,No Failure,35.870400000000004,False
H,299.7,309.2,1691,27.7,203,0,No Failure,46.8407,False
M,299.8,309.3,1663,35.2,208,0,No Failure,58.537600000000005,False
M,299.8,309.3,1640,31.1,211,0,No Failure,51.004,False
H,299.7,309.3,1494,37.8,214,0,No Failure,56.4732,False
L,299.8,309.4,1467,46.2,219,0,No Failure,67.7754,True
M,299.7,309.3,1399,41.9,221,1,Tool Wear Failure,58.6181,False
L,299.7,309.3,1445,42.6,0,0,No Failure,61.557,True
L,299.8,309.4,1480,40.9,2,0,No Failure,60.532,True
L,299.7,309.3,1546,37.2,4,0,No Failure,57.5112,False
L,299.7,309.3,1574,35.8,6,0,No Failure,56.349199999999996,False
L,299.7,309.3,1592,34.2,8,0,No Failure,54.446400000000004,False
L,299.8,309.5,1495,39.6,10,0,No Failure,59.202,False
L,299.8,309.6,1447,43.1,12,0,No Failure,62.365700000000004,True
L,299.8,309.5,1476,44.4,14,0,No Failure,65.5344,True
L,299.8,309.5,1641,27.1,16,0,No Failure,44.47110000000001,False
L,299.8,309.5,1545,32.2,18,0,No Failure,49.74900000000001,False
M,299.9,309.6,1364,44.4,20,0,No Failure,60.5616,True
L,299.8,309.5,1590,28.5,23,0,No Failure,45.315,False
L,299.8,309.4,1460,37.4,25,0,No Failure,54.604,False
L,299.8,309.4,1609,32.5,27,0,No Failure,52.2925,False
L,299.8,309.4,1633,27.5,29,0,No Failure,44.9075,False
L,299.9,309.4,1348,52.8,31,0,No Failure,71.17439999999999,True
L,299.9,309.4,1322,53.9,33,0,No Failure,71.25580000000001,True
L,300.0,309.5,1641,30.1,35,0,No Failure,49.39410000000001,False
L,300.0,309.5,1728,26.0,37,0,No Failure,44.928,False
L,300.0,309.6,1431,47.7,39,0,No Failure,68.25869999999999,True
L,300.1,309.7,1641,30.4,41,0,No Failure,49.886399999999995,False
M,300.1,309.6,1622,36.1,43,0,No Failure,58.5542,False
M,300.1,309.6,1625,38.0,46,0,No Failure,61.75,True
L,300.0,309.5,1869,22.7,49,0,No Failure,42.4263,False
L,300.0,309.6,1452,46.0,51,0,No Failure,66.792,True
L,300.0,309.6,1618,28.7,53,0,No Failure,46.4366,False
L,300.0,309.4,2010,20.0,55,0,No Failure,40.2,False
L,299.9,309.4,1363,60.9,57,0,No Failure,83.0067,True
L,299.9,309.3,1473,40.4,59,0,No Failure,59.5092,False
L,299.9,309.2,1333,50.8,61,0,No Failure,67.7164,True
L,299.8,309.2,1760,25.9,63,0,No Failure,45.584,False
M,299.8,309.2,1372,58.2,65,0,No Failure,79.85040000000001,True
M,299.7,309.2,1608,34.4,68,0,No Failure,55.3152,False
L,299.7,309.2,1326,64.8,71,0,No Failure,85.9248,True
M,299.6,309.1,1560,37.1,73,0,No Failure,57.876,False
M,299.6,309.0,1539,36.1,76,0,No Failure,55.557900000000004,False
L,299.6,309.1,2266,15.3,79,0,No Failure,34.6698,False
L,299.6,309.1,1641,35.8,81,0,No Failure,58.7478,False
L,299.6,309.1,1574,39.2,83,0,No Failure,61.7008,True
L,299.6,309.1,1407,50.6,85,0,No Failure,71.1942,True
H,299.7,309.2,1302,55.5,87,0,No Failure,72.261,True
M,299.6,309.2,1651,30.8,92,0,No Failure,50.8508,False
M,299.6,309.1,1366,55.2,95,0,No Failure,75.4032,True
M,299.5,309.0,1701,28.6,98,0,No Failure,48.64860000000001,False
L,299.5,309.0,1498,44.6,101,0,No Failure,66.8108,True
M,299.5,309.1,1422,45.3,103,0,No Failure,64.4166,True
L,299.5,309.1,1357,47.3,106,0,No Failure,64.1861,True
L,299.5,309.2,1690,29.2,108,0,No Failure,49.348,False
L,299.6,309.2,1559,39.1,110,0,No Failure,60.956900000000005,True
M,299.6,309.3,1553,32.4,112,0,No Failure,50.3172,False
L,299.6,309.3,1558,34.8,115,0,No Failure,54.218399999999995,False
L,299.7,309.4,1362,51.9,117,0,No Failure,70.68780000000001,True
M,299.8,309.3,1470,42.7,119,0,No Failure,62.769000000000005,True
L,299.8,309.4,1555,34.8,122,0,No Failure,54.11399999999999,False
M,299.8,309.4,1423,42.9,124,0,No Failure,61.046699999999994,True
L,299.7,309.3,1434,38.5,127,0,No Failure,55.209,False
L,299.7,309.3,1779,25.5,129,0,No Failure,45.3645,False
L,299.7,309.3,1417,54.6,131,0,No Failure,77.3682,True
L,299.6,309.2,1425,45.9,133,0,No Failure,65.4075,True
M,299.7,309.2,1597,32.9,135,0,No Failure,52.54129999999999,False
L,299.7,309.2,1346,57.4,138,0,No Failure,77.26039999999999,True
L,299.7,309.2,1422,40.4,140,0,No Failure,57.4488,False
H,299.7,309.2,1572,32.8,142,0,No Failure,51.5616,False
L,299.7,309.2,1412,45.4,147,0,No Failure,64.1048,True
M,299.7,309.1,1576,36.4,149,0,No Failure,57.36639999999999,False
M,299.7,309.1,1508,41.2,152,0,No Failure,62.1296,True
M,299.8,309.1,1496,44.4,155,0,No Failure,66.4224,True
L,299.8,309.2,1572,35.4,158,0,No Failure,55.648799999999994,False
L,299.6,309.0,1525,42.8,160,0,No Failure,65.27,True
L,299.6,309.0,1378,51.9,162,0,No Failure,71.5182,True
L,299.6,309.1,1369,51.4,164,0,No Failure,70.36659999999999,True
L,299.6,309.1,1476,45.3,166,0,No Failure,66.86280000000001,True
L,299.7,309.2,1620,30.0,168,0,No Failure,48.6,False
M,299.7,309.1,1603,38.5,170,0,No Failure,61.7155,True
L,299.7,309.2,1411,46.1,173,0,No Failure,65.0471,True
L,299.7,309.2,1616,31.6,175,0,No Failure,51.0656,False
L,299.7,309.2,1631,35.1,177,0,No Failure,57.24810000000001,False
M,299.7,309.2,1685,28.9,179,1,No Failure,48.6965,False
H,299.7,309.2,1456,40.6,182,0,No Failure,59.1136,False
L,299.7,309.1,1417,50.1,187,0,No Failure,70.9917,True
M,299.7,309.1,1851,24.7,189,0,No Failure,45.719699999999996,False
L,299.7,309.1,1715,27.8,192,0,No Failure,47.677,False
H,299.6,309.1,1630,32.3,194,0,No Failure,52.648999999999994,False
L,299.7,309.2,1478,38.8,199,0,No Failure,57.346399999999996,False
L,299.7,309.2,1781,29.6,201,0,No Failure,52.717600000000004,False
L,299.8,309.2,1439,36.1,203,0,No Failure,51.947900000000004,False
M,299.7,309.2,1412,45.3,205,0,No Failure,63.9636,True
L,299.7,309.1,1483,41.1,208,0,No Failure,60.9513,True
L,299.8,309.2,1400,42.6,210,0,No Failure,59.64,False
L,299.8,309.3,1299,65.1,212,1,Overstrain Failure,84.5649,True
L,299.8,309.2,1479,44.4,214,0,No Failure,65.6676,True
L,299.8,309.2,1491,47.5,216,0,No Failure,70.8225,True
M,299.9,309.3,1389,52.8,0,0,No Failure,73.33919999999999,True
M,299.9,309.4,1399,54.8,3,0,No Failure,76.6652,True
M,299.9,309.4,1889,26.0,6,0,No Failure,49.114,False
L,300.0,309.5,1925,21.9,9,0,No Failure,42.1575,False
L,300.0,309.5,1675,30.2,11,0,No Failure,50.585,False
M,300.0,309.6,1477,38.1,13,0,No Failure,56.273700000000005,False
L,300.0,309.6,1364,45.9,16,0,No Failure,62.6076,True
L,299.9,309.5,1451,39.4,18,0,No Failure,57.1694,False
L,299.9,309.4,1467,41.2,20,0,No Failure,60.440400000000004,True
L,299.9,309.4,1858,22.5,22,0,No Failure,41.805,False
L,300.1,309.4,1559,39.7,24,0,No Failure,61.892300000000006,True
L,300.1,309.4,1560,47.7,26,0,No Failure,74.412,True
L,300.1,309.4,1453,47.6,28,0,No Failure,69.1628,True
L,300.1,309.4,1464,41.7,30,0,No Failure,61.0488,True
L,300.0,309.4,1308,50.2,32,0,No Failure,65.6616,True
L,300.1,309.5,1353,50.9,34,0,No Failure,68.8677,True
M,300.2,309.6,1556,35.8,36,0,No Failure,55.7048,False
L,300.2,309.5,2183,17.8,39,0,No Failure,38.8574,False
M,300.2,309.6,1491,41.8,41,0,No Failure,62.3238,True
M,300.2,309.6,1528,35.1,44,0,No Failure,53.6328,False
L,300.2,309.6,1430,52.7,47,0,No Failure,75.361,True
L,300.2,309.5,1495,32.6,49,0,No Failure,48.737,False
M,300.2,309.5,1630,28.3,51,0,No Failure,46.129,False
M,300.3,309.6,1524,38.4,54,0,No Failure,58.5216,False
L,300.3,309.6,1326,52.4,57,0,No Failure,69.4824,True
H,300.3,309.5,1438,44.0,59,0,No Failure,63.272,True
L,300.4,309.6,1356,45.9,64,0,No Failure,62.2404,True
H,300.4,309.6,1416,43.3,66,0,No Failure,61.312799999999996,True
L,300.4,309.7,1584,32.6,71,0,No Failure,51.638400000000004,False
L,300.3,309.6,1597,31.8,73,0,No Failure,50.7846,False
L,300.4,309.6,1553,43.9,75,0,No Failure,68.1767,True
M,300.3,309.5,1405,49.4,77,0,No Failure,69.407,True
L,300.2,309.5,1539,35.3,80,0,No Failure,54.326699999999995,False
M,300.3,309.6,1398,53.7,82,0,No Failure,75.07260000000001,True
L,300.3,309.6,1568,39.6,85,0,No Failure,62.092800000000004,True
L,300.3,309.6,1404,44.6,87,0,No Failure,62.6184,True
M,300.2,309.5,1500,45.7,89,0,No Failure,68.55,True
M,300.2,309.5,1642,28.8,92,0,No Failure,47.2896,False
M,300.3,309.6,1509,46.6,95,0,No Failure,70.3194,True
L,300.2,309.5,1343,50.2,98,0,No Failure,67.41860000000001,True
L,300.1,309.5,1450,40.1,100,0,No Failure,58.145,False
L,300.0,309.4,1460,43.5,102,0,No Failure,63.51,True
L,300.0,309.3,1364,41.2,104,0,No Failure,56.1968,False
M,299.9,309.3,1452,41.9,106,0,No Failure,60.8388,True
L,299.9,309.3,1471,41.8,109,0,No Failure,61.48779999999999,True
L,299.9,309.2,1598,34.6,111,0,No Failure,55.290800000000004,False
L,299.8,309.1,1772,24.8,113,0,No Failure,43.9456,False
L,299.9,309.2,1761,25.6,115,0,No Failure,45.08160000000001,False
M,300.0,309.3,1413,40.7,117,0,No Failure,57.509100000000004,False
L,300.0,309.3,1887,22.6,120,0,No Failure,42.64620000000001,False
L,300.0,309.3,1395,56.5,122,0,No Failure,78.8175,True
M,300.1,309.4,1569,31.6,124,0,No Failure,49.580400000000004,False
L,300.1,309.4,1434,47.3,127,0,No Failure,67.8282,True
L,300.2,309.5,1417,41.1,129,0,No Failure,58.2387,False
L,300.2,309.5,1729,28.4,131,0,No Failure,49.1036,False
L,300.2,309.5,1356,51.1,133,0,No Failure,69.2916,True
L,300.2,309.5,1436,48.8,135,0,No Failure,70.0768,True
M,300.3,309.6,1419,42.5,137,0,No Failure,60.3075,True
L,300.3,309.6,1593,38.1,140,0,No Failure,60.6933,True
M,300.3,309.5,1320,62.2,142,0,No Failure,82.104,True
M,300.3,309.5,1448,42.4,145,0,No Failure,61.395199999999996,True
L,300.3,309.4,1470,33.5,148,0,No Failure,49.245,False
M,300.3,309.4,1612,33.1,150,0,No Failure,53.357200000000006,False
L,300.4,309.4,1412,51.6,153,0,No Failure,72.8592,True
M,300.4,309.4,1875,23.9,155,0,No Failure,44.8125,False
L,300.3,309.3,1612,36.0,158,0,No Failure,58.032,False
M,300.4,309.3,1411,41.6,160,0,No Failure,58.6976,False
M,300.3,309.2,1490,47.9,163,0,No Failure,71.371,True
M,300.4,309.3,1467,40.3,166,0,No Failure,59.1201,False
L,300.3,309.2,1807,26.4,169,0,No Failure,47.7048,False
L,300.3,309.1,1368,46.0,171,0,No Failure,62.928,True
L,300.3,309.2,1572,32.0,173,0,No Failure,50.304,False
M,300.3,309.1,1458,44.3,175,0,No Failure,64.5894,True
L,300.3,309.1,1699,30.3,178,0,No Failure,51.4797,False
L,300.3,309.3,1478,39.5,180,0,No Failure,58.381,False
M,300.4,309.4,1362,42.1,182,0,No Failure,57.3402,False
H,300.4,309.4,1487,38.9,185,0,No Failure,57.8443,False
L,300.3,309.4,1705,29.4,190,0,No Failure,50.127,False
L,300.3,309.3,1345,53.5,192,0,No Failure,71.9575,True
L,300.3,309.2,1532,40.2,194,0,No Failure,61.586400000000005,True
